sample_id,target_byte,repeat,timing_ns
7506,92,6,25916
7507,92,7,33625
7508,92,8,33916
7509,92,9,33375
7510,92,10,36500
7511,92,11,33416
7512,92,12,36333
7513,92,13,35041
7514,92,14,27541
7515,92,15,35125
7516,92,16,35125
7517,92,17,37250
7518,92,18,33583
7519,92,19,41791
7520,130,0,36291
7521,130,1,34500
7522,130,2,35916
7523,130,3,35166
7524,130,4,34916
7525,130,5,38750
7526,130,6,36958
7527,130,7,35875
7528,130,8,30708
7529,130,9,23875
7530,130,10,33583
7531,130,11,35416
7532,130,12,37291
7533,130,13,31000
7534,130,14,31458
7535,130,15,33458
7536,130,16,35541
7537,130,17,36333
7538,130,18,31208
7539,130,19,36500
7540,207,0,36333
7541,207,1,37083
7542,207,2,36541
7543,207,3,38916
7544,207,4,33375
7545,207,5,35041
7546,207,6,35166
7547,207,7,26291
7548,207,8,44916
7549,207,9,33500
7550,207,10,35666
7551,207,11,35333
7552,207,12,30041
7553,207,13,25166
7554,207,14,37750
7555,207,15,36416
7556,207,16,34833
7557,207,17,34000
7558,207,18,35708
7559,207,19,30041
7560,21,0,34250
7561,21,1,35083
7562,21,2,35041
7563,21,3,27416
7564,21,4,35416
7565,21,5,35458
7566,21,6,32333
7567,21,7,30375
7568,21,8,24958
7569,21,9,29833
7570,21,10,22875
7571,21,11,34916
7572,21,12,27916
7573,21,13,34708
7574,21,14,27750
7575,21,15,32458
7576,21,16,27708
7577,21,17,28083
7578,21,18,34583
7579,21,19,35125
7580,150,0,35000
7581,150,1,33833
7582,150,2,35875
7583,150,3,30208
7584,150,4,28000
7585,150,5,24541
7586,150,6,30916
7587,150,7,33666
7588,150,8,30625
7589,150,9,33041
7590,150,10,26375
7591,150,11,32458
7592,150,12,34708
7593,150,13,30208
7594,150,14,37250
7595,150,15,36125
7596,150,16,35208
7597,150,17,33000
7598,150,18,33333
7599,150,19,34000
7600,42,0,35666
7601,42,1,35916
7602,42,2,36416
7603,42,3,32125
7604,42,4,36833
7605,42,5,31708
7606,42,6,33541
7607,42,7,28666
7608,42,8,34416
7609,42,9,28041
7610,42,10,34666
7611,42,11,33791
7612,42,12,35833
7613,42,13,30541
7614,42,14,35000
7615,42,15,31125
7616,42,16,24041
7617,42,17,33708
7618,42,18,35041
7619,42,19,34791
7620,127,0,35041
7621,127,1,34416
7622,127,2,35500
7623,127,3,30375
7624,127,4,34583
7625,127,5,35208
7626,127,6,41791
7627,127,7,30875
7628,127,8,35166
7629,127,9,29125
7630,127,10,32333
7631,127,11,28916
7632,127,12,32666
7633,127,13,34750
7634,127,14,30583
7635,127,15,33041
7636,127,16,34333
7637,127,17,25541
7638,127,18,35250
7639,127,19,27291
7640,29,0,35458
7641,29,1,26458
7642,29,2,34125
7643,29,3,29000
7644,29,4,35791
7645,29,5,28166
7646,29,6,32541
7647,29,7,30041
7648,29,8,35958
7649,29,9,35125
7650,29,10,33333
7651,29,11,32166
7652,29,12,31833
7653,29,13,25291
7654,29,14,32458
7655,29,15,23416
7656,29,16,36625
7657,29,17,30916
7658,29,18,34750
7659,29,19,32958
7660,232,0,33416
7661,232,1,25958
7662,232,2,31375
7663,232,3,27916
7664,232,4,33583
7665,232,5,32375
7666,232,6,27208
7667,232,7,34708
7668,232,8,37000
7669,232,9,30750
7670,232,10,32000
7671,232,11,33291
7672,232,12,28916
7673,232,13,32291
7674,232,14,35083
7675,232,15,29291
7676,232,16,39291
7677,232,17,30708
7678,232,18,28416
7679,232,19,24750
7680,186,0,22791
7681,186,1,31458
7682,186,2,31708
7683,186,3,31375
7684,186,4,33666
7685,186,5,36041
7686,186,6,28541
7687,186,7,31291
7688,186,8,35625
7689,186,9,25458
7690,186,10,34916
7691,186,11,30250
7692,186,12,29208
7693,186,13,31333
7694,186,14,33458
7695,186,15,30791
7696,186,16,32541
7697,186,17,33791
7698,186,18,26375
7699,186,19,30500
7700,36,0,29125
7701,36,1,33833
7702,36,2,27750
7703,36,3,36583
7704,36,4,33083
7705,36,5,30583
7706,36,6,39000
7707,36,7,37666
7708,36,8,33916
7709,36,9,35291
7710,36,10,33916
7711,36,11,24833
7712,36,12,32000
7713,36,13,32000
7714,36,14,35666
7715,36,15,34750
7716,36,16,32083
7717,36,17,35000
7718,36,18,27208
7719,36,19,34750
7720,226,0,38541
7721,226,1,35625
7722,226,2,28458
7723,226,3,27833
7724,226,4,31166
7725,226,5,32083
7726,226,6,34416
7727,226,7,34875
7728,226,8,35666
7729,226,9,30875
7730,226,10,28708
7731,226,11,24833
7732,226,12,34208
7733,226,13,34125
7734,226,14,25666
7735,226,15,35666
7736,226,16,35375
7737,226,17,35375
7738,226,18,33500
7739,226,19,26208
7740,34,0,30208
7741,34,1,36416
7742,34,2,36250
7743,34,3,32666
7744,34,4,25708
7745,34,5,36375
7746,34,6,34875
7747,34,7,31583
7748,34,8,31583
7749,34,9,34125
7750,34,10,33333
7751,34,11,35708
7752,34,12,38333
7753,34,13,37708
7754,34,14,37625
7755,34,15,34625
7756,34,16,32875
7757,34,17,40458
7758,34,18,36791
7759,34,19,35791
7760,229,0,31083
7761,229,1,34875
7762,229,2,33375
7763,229,3,33541
7764,229,4,28125
7765,229,5,31250
7766,229,6,29916
7767,229,7,36250
7768,229,8,27833
7769,229,9,30166
7770,229,10,28833
7771,229,11,34458
7772,229,12,33041
7773,229,13,30958
7774,229,14,74583
7775,229,15,36333
7776,229,16,35333
7777,229,17,36208
7778,229,18,35125
7779,229,19,40458
7780,62,0,34958
7781,62,1,32291
7782,62,2,42958
7783,62,3,35583
7784,62,4,29750
7785,62,5,36708
7786,62,6,35541
7787,62,7,159458
7788,62,8,41333
7789,62,9,40500
7790,62,10,35666
7791,62,11,35916
7792,62,12,35166
7793,62,13,36125
7794,62,14,36958
7795,62,15,36416
7796,62,16,35208
7797,62,17,36958
7798,62,18,36083
7799,62,19,58041
7800,205,0,41083
7801,205,1,36625
7802,205,2,36166
7803,205,3,35958
7804,205,4,34166
7805,205,5,37458
7806,205,6,34666
7807,205,7,55750
7808,205,8,48333
7809,205,9,37125
7810,205,10,37625
7811,205,11,40333
7812,205,12,35791
7813,205,13,58541
7814,205,14,38333
7815,205,15,92083
7816,205,16,35375
7817,205,17,169250
7818,205,18,36916
7819,205,19,51875
7820,154,0,38833
7821,154,1,36541
7822,154,2,47500
7823,154,3,37750
7824,154,4,36208
7825,154,5,47416
7826,154,6,99916
7827,154,7,118833
7828,154,8,36916
7829,154,9,37708
7830,154,10,35833
7831,154,11,52708
7832,154,12,36125
7833,154,13,35458
7834,154,14,35958
7835,154,15,35708
7836,154,16,37375
7837,154,17,39166
7838,154,18,36458
7839,154,19,35916
7840,73,0,35958
7841,73,1,36458
7842,73,2,35666
7843,73,3,124000
7844,73,4,35208
7845,73,5,161916
7846,73,6,95291
7847,73,7,120125
7848,73,8,78583
7849,73,9,93750
7850,73,10,36250
7851,73,11,37791
7852,73,12,35916
7853,73,13,36208
7854,73,14,35875
7855,73,15,136166
7856,73,16,35916
7857,73,17,35791
7858,73,18,33500
7859,73,19,39166
7860,128,0,37291
7861,128,1,46583
7862,128,2,36666
7863,128,3,35750
7864,128,4,38291
7865,128,5,37583
7866,128,6,35750
7867,128,7,37875
7868,128,8,38500
7869,128,9,39541
7870,128,10,51750
7871,128,11,37041
7872,128,12,37583
7873,128,13,36166
7874,128,14,88583
7875,128,15,36250
7876,128,16,36958
7877,128,17,255875
7878,128,18,37541
7879,128,19,46291
7880,64,0,36625
7881,64,1,70000
7882,64,2,36833
7883,64,3,45166
7884,64,4,83083
7885,64,5,35875
7886,64,6,85125
7887,64,7,36625
7888,64,8,33916
7889,64,9,35458
7890,64,10,264083
7891,64,11,35291
7892,64,12,38208
7893,64,13,37166
7894,64,14,38708
7895,64,15,96375
7896,64,16,36708
7897,64,17,37375
7898,64,18,35583
7899,64,19,35916
7900,216,0,37583
7901,216,1,35583
7902,216,2,67708
7903,216,3,64750
7904,216,4,36125
7905,216,5,36583
7906,216,6,35875
7907,216,7,40083
7908,216,8,34416
7909,216,9,36958
7910,216,10,38041
7911,216,11,61333
7912,216,12,39375
7913,216,13,34000
7914,216,14,35000
7915,216,15,33750
7916,216,16,38458
7917,216,17,36208
7918,216,18,35958
7919,216,19,67500
7920,53,0,52875
7921,53,1,36625
7922,53,2,36083
7923,53,3,64041
7924,53,4,34833
7925,53,5,36125
7926,53,6,60708
7927,53,7,35833
7928,53,8,32708
7929,53,9,34625
7930,53,10,52625
7931,53,11,35583
7932,53,12,35250
7933,53,13,94666
7934,53,14,64583
7935,53,15,35375
7936,53,16,34833
7937,53,17,36208
7938,53,18,32958
7939,53,19,39458
7940,223,0,35500
7941,223,1,36791
7942,223,2,33833
7943,223,3,32916
7944,223,4,36875
7945,223,5,37625
7946,223,6,34208
7947,223,7,31666
7948,223,8,37083
7949,223,9,34833
7950,223,10,34208
7951,223,11,34625
7952,223,12,33000
7953,223,13,36750
7954,223,14,35625
7955,223,15,36416
7956,223,16,35125
7957,223,17,35666
7958,223,18,34625
7959,223,19,40250
7960,11,0,35041
7961,11,1,36625
7962,11,2,34750
7963,11,3,35458
7964,11,4,31875
7965,11,5,31916
7966,11,6,36750
7967,11,7,35666
7968,11,8,25875
7969,11,9,36958
7970,11,10,29750
7971,11,11,34833
7972,11,12,34416
7973,11,13,33875
7974,11,14,33666
7975,11,15,34041
7976,11,16,35666
7977,11,17,38083
7978,11,18,35708
7979,11,19,36625
7980,10,0,35958
7981,10,1,36583
7982,10,2,35125
7983,10,3,39208
7984,10,4,133500
7985,10,5,38500
7986,10,6,38041
7987,10,7,36708
7988,10,8,1044666
7989,10,9,35541
7990,10,10,37125
7991,10,11,36041
7992,10,12,37916
7993,10,13,34708
7994,10,14,36208
7995,10,15,35208
7996,10,16,35708
7997,10,17,36125
7998,10,18,99333
7999,10,19,85041
8000,196,0,35083
8001,196,1,35500
8002,196,2,35333
8003,196,3,34916
8004,196,4,37291
8005,196,5,32375
8006,196,6,33375
8007,196,7,37916
8008,196,8,35000
8009,196,9,36833
8010,196,10,37416
8011,196,11,36541
8012,196,12,35291
8013,196,13,36000
8014,196,14,35125
8015,196,15,34208
8016,196,16,31083
8017,196,17,51875
8018,196,18,38625
8019,196,19,32250
8020,203,0,37083
8021,203,1,36083
8022,203,2,53375
8023,203,3,36208
8024,203,4,37666
8025,203,5,38041
8026,203,6,30041
8027,203,7,38083
8028,203,8,41416
8029,203,9,39708
8030,203,10,39500
8031,203,11,39041
8032,203,12,37875
8033,203,13,38375
8034,203,14,37708
8035,203,15,36375
8036,203,16,37125
8037,203,17,38458
8038,203,18,36500
8039,203,19,45000
8040,178,0,35000
8041,178,1,36041
8042,178,2,35291
8043,178,3,35833
8044,178,4,35333
8045,178,5,35833
8046,178,6,35666
8047,178,7,35041
8048,178,8,36291
8049,178,9,39083
8050,178,10,35708
8051,178,11,65541
8052,178,12,36125
8053,178,13,36250
8054,178,14,36000
8055,178,15,38541
8056,178,16,37875
8057,178,17,99083
8058,178,18,35708
8059,178,19,36666
8060,199,0,36541
8061,199,1,36500
8062,199,2,35791
8063,199,3,58125
8064,199,4,253250
8065,199,5,41958
8066,199,6,104208
8067,199,7,35666
8068,199,8,41875
8069,199,9,350416
8070,199,10,37708
8071,199,11,38416
8072,199,12,42875
8073,199,13,41041
8074,199,14,38375
8075,199,15,35416
8076,199,16,36583
8077,199,17,38000
8078,199,18,37375
8079,199,19,37583
8080,175,0,35541
8081,175,1,41208
8082,175,2,37166
8083,175,3,36291
8084,175,4,36708
8085,175,5,60375
8086,175,6,37333
8087,175,7,36833
8088,175,8,38000
8089,175,9,36416
8090,175,10,1679375
8091,175,11,266250
8092,175,12,8178166
8093,175,13,38958
8094,175,14,37625
8095,175,15,37708
8096,175,16,36958
8097,175,17,36625
8098,175,18,40208
8099,175,19,327625
8100,233,0,36958
8101,233,1,87750
8102,233,2,36625
8103,233,3,37458
8104,233,4,47666
8105,233,5,37958
8106,233,6,36583
8107,233,7,45625
8108,233,8,37208
8109,233,9,40583
8110,233,10,36333
8111,233,11,37750
8112,233,12,36916
8113,233,13,36708
8114,233,14,36333
8115,233,15,38750
8116,233,16,36791
8117,233,17,114916
8118,233,18,38083
8119,233,19,37000
8120,31,0,73916
8121,31,1,171416
8122,31,2,36625
8123,31,3,84000
8124,31,4,37083
8125,31,5,36833
8126,31,6,35875
8127,31,7,52125
8128,31,8,36583
8129,31,9,36416
8130,31,10,41125
8131,31,11,35250
8132,31,12,37958
8133,31,13,36416
8134,31,14,114625
8135,31,15,34708
8136,31,16,37583
8137,31,17,82250
8138,31,18,56666
8139,31,19,37916
8140,21,0,84875
8141,21,1,36750
8142,21,2,34875
8143,21,3,34875
8144,21,4,35916
8145,21,5,87541
8146,21,6,66666
8147,21,7,35000
8148,21,8,36833
8149,21,9,32708
8150,21,10,33666
8151,21,11,36333
8152,21,12,36458
8153,21,13,34458
8154,21,14,34458
8155,21,15,49250
8156,21,16,34916
8157,21,17,32500
8158,21,18,36791
8159,21,19,36541
8160,225,0,34291
8161,225,1,27083
8162,225,2,32041
8163,225,3,32541
8164,225,4,35958
8165,225,5,34958
8166,225,6,34666
8167,225,7,36125
8168,225,8,34291
8169,225,9,37041
8170,225,10,37083
8171,225,11,35916
8172,225,12,33833
8173,225,13,37083
8174,225,14,35541
8175,225,15,31958
8176,225,16,35125
8177,225,17,36333
8178,225,18,35500
8179,225,19,38083
8180,75,0,36291
8181,75,1,33250
8182,75,2,36250
8183,75,3,36083
8184,75,4,34791
8185,75,5,34333
8186,75,6,33875
8187,75,7,36833
8188,75,8,36875
8189,75,9,36083
8190,75,10,36791
8191,75,11,42166
8192,75,12,34666
8193,75,13,33708
8194,75,14,31375
8195,75,15,30750
8196,75,16,32833
8197,75,17,50208
8198,75,18,33958
8199,75,19,34166
8200,250,0,33875
8201,250,1,29125
8202,250,2,32291
8203,250,3,33083
8204,250,4,26833
8205,250,5,25958
8206,250,6,33000
8207,250,7,34083
8208,250,8,32541
8209,250,9,35625
8210,250,10,35750
8211,250,11,34625
8212,250,12,34458
8213,250,13,33208
8214,250,14,24333
8215,250,15,33125
8216,250,16,34125
8217,250,17,33916
8218,250,18,39791
8219,250,19,35541
8220,87,0,35000
8221,87,1,33666
8222,87,2,34583
8223,87,3,35208
8224,87,4,34625
8225,87,5,32291
8226,87,6,31833
8227,87,7,32708
8228,87,8,33291
8229,87,9,39708
8230,87,10,34583
8231,87,11,37333
8232,87,12,37000
8233,87,13,37083
8234,87,14,38958
8235,87,15,36333
8236,87,16,35208
8237,87,17,36000
8238,87,18,38875
8239,87,19,35083
8240,212,0,99541
8241,212,1,38833
8242,212,2,212458
8243,212,3,4808416
8244,212,4,36333
8245,212,5,36500
8246,212,6,135791
8247,212,7,52166
8248,212,8,36041
8249,212,9,36041
8250,212,10,36541
8251,212,11,93916
8252,212,12,35791
8253,212,13,37833
8254,212,14,35875
8255,212,15,83791
8256,212,16,36958
8257,212,17,745041
8258,212,18,35916
8259,212,19,381708
8260,145,0,37041
8261,145,1,215375
8262,145,2,36083
8263,145,3,41041
8264,145,4,36333
8265,145,5,36166
8266,145,6,35875
8267,145,7,34541
8268,145,8,42708
8269,145,9,41750
8270,145,10,36125
8271,145,11,37000
8272,145,12,41875
8273,145,13,36666
8274,145,14,36250
8275,145,15,37541
8276,145,16,37375
8277,145,17,35041
8278,145,18,36208
8279,145,19,85375
8280,42,0,36750
8281,42,1,36375
8282,42,2,46125
8283,42,3,37250
8284,42,4,36291
8285,42,5,316708
8286,42,6,35625
8287,42,7,37958
8288,42,8,36333
8289,42,9,41041
8290,42,10,37416
8291,42,11,42375
8292,42,12,37708
8293,42,13,36708
8294,42,14,39708
8295,42,15,37583
8296,42,16,37583
8297,42,17,37000
8298,42,18,61708
8299,42,19,45875
8300,97,0,33666
8301,97,1,39916
8302,97,2,36000
8303,97,3,240583
8304,97,4,107791
8305,97,5,35375
8306,97,6,38375
8307,97,7,36041
8308,97,8,38166
8309,97,9,36750
8310,97,10,36500
8311,97,11,37833
8312,97,12,37083
8313,97,13,36000
8314,97,14,35791
8315,97,15,38166
8316,97,16,36750
8317,97,17,34625
8318,97,18,32750
8319,97,19,36125
8320,241,0,55541
8321,241,1,35208
8322,241,2,45916
8323,241,3,34458
8324,241,4,29125
8325,241,5,42083
8326,241,6,39916
8327,241,7,31666
8328,241,8,29875
8329,241,9,35916
8330,241,10,32875
8331,241,11,31583
8332,241,12,33083
8333,241,13,41000
8334,241,14,33875
8335,241,15,30041
8336,241,16,31250
8337,241,17,33541
8338,241,18,29166
8339,241,19,29500
8340,28,0,27208
8341,28,1,31541
8342,28,2,30208
8343,28,3,34250
8344,28,4,22500
8345,28,5,32125
8346,28,6,25375
8347,28,7,33375
8348,28,8,33375
8349,28,9,32208
8350,28,10,25250
8351,28,11,33708
8352,28,12,35750
8353,28,13,37416
8354,28,14,35625
8355,28,15,36000
8356,28,16,104333
8357,28,17,36208
8358,28,18,40375
8359,28,19,40500
8360,120,0,36875
8361,120,1,19806833
8362,120,2,37375
8363,120,3,37041
8364,120,4,36375
8365,120,5,34000
8366,120,6,36125
8367,120,7,36708
8368,120,8,33500
8369,120,9,36291
8370,120,10,35125
8371,120,11,41708
8372,120,12,32583
8373,120,13,87250
8374,120,14,34416
8375,120,15,34375
8376,120,16,35625
8377,120,17,35416
8378,120,18,45291
8379,120,19,34791
8380,242,0,34041
8381,242,1,37250
8382,242,2,27666
8383,242,3,28875
8384,242,4,34083
8385,242,5,31291
8386,242,6,35916
8387,242,7,53500
8388,242,8,33375
8389,242,9,36125
8390,242,10,36583
8391,242,11,32833
8392,242,12,38916
8393,242,13,33666
8394,242,14,26625
8395,242,15,32208
8396,242,16,35291
8397,242,17,39375
8398,242,18,35666
8399,242,19,27708
8400,61,0,35833
8401,61,1,29166
8402,61,2,32916
8403,61,3,31458
8404,61,4,33625
8405,61,5,36083
8406,61,6,34250
8407,61,7,35208
8408,61,8,38041
8409,61,9,31791
8410,61,10,36666
8411,61,11,34708
8412,61,12,35958
8413,61,13,35916
8414,61,14,33291
8415,61,15,35041
8416,61,16,34750
8417,61,17,34583
8418,61,18,34666
8419,61,19,35916
8420,174,0,35458
8421,174,1,30000
8422,174,2,32250
8423,174,3,36000
8424,174,4,38041
8425,174,5,30166
8426,174,6,34375
8427,174,7,35791
8428,174,8,36333
8429,174,9,36708
8430,174,10,34083
8431,174,11,35458
8432,174,12,35916
8433,174,13,36041
8434,174,14,34625
8435,174,15,32583
8436,174,16,36500
8437,174,17,39791
8438,174,18,43750
8439,174,19,35333
8440,38,0,35958
8441,38,1,40333
8442,38,2,36833
8443,38,3,49000
8444,38,4,35833
8445,38,5,39625
8446,38,6,268125
8447,38,7,36333
8448,38,8,39750
8449,38,9,37541
8450,38,10,126791
8451,38,11,86750
8452,38,12,83333
8453,38,13,36083
8454,38,14,41625
8455,38,15,35166
8456,38,16,35458
8457,38,17,33125
8458,38,18,36375
8459,38,19,36166
8460,219,0,31625
8461,219,1,57125
8462,219,2,35750
8463,219,3,141208
8464,219,4,39041
8465,219,5,37208
8466,219,6,35250
8467,219,7,30541
8468,219,8,41458
8469,219,9,32708
8470,219,10,34583
8471,219,11,31791
8472,219,12,31666
8473,219,13,35458
8474,219,14,34750
8475,219,15,41708
8476,219,16,35583
8477,219,17,23833
8478,219,18,39333
8479,219,19,35500
8480,103,0,35750
8481,103,1,36750
8482,103,2,34500
8483,103,3,30041
8484,103,4,35041
8485,103,5,32833
8486,103,6,36333
8487,103,7,36125
8488,103,8,39375
8489,103,9,27708
8490,103,10,45875
8491,103,11,35166
8492,103,12,35958
8493,103,13,36750
8494,103,14,35416
8495,103,15,38208
8496,103,16,36083
8497,103,17,69625
8498,103,18,92125
8499,103,19,35458
8500,111,0,35583
8501,111,1,34791
8502,111,2,35666
8503,111,3,32250
8504,111,4,34166
8505,111,5,32791
8506,111,6,31291
8507,111,7,34500
8508,111,8,48041
8509,111,9,34958
8510,111,10,35458
8511,111,11,34291
8512,111,12,36041
8513,111,13,28125
8514,111,14,35250
8515,111,15,32083
8516,111,16,34333
8517,111,17,35833
8518,111,18,32666
8519,111,19,30291
8520,119,0,37958
8521,119,1,41583
8522,119,2,38916
8523,119,3,37375
8524,119,4,36375
8525,119,5,36625
8526,119,6,256500
8527,119,7,36583
8528,119,8,52250
8529,119,9,35833
8530,119,10,33416
8531,119,11,35666
8532,119,12,36083
8533,119,13,102333
8534,119,14,34666
8535,119,15,35708
8536,119,16,99541
8537,119,17,35000
8538,119,18,34458
8539,119,19,33916
8540,98,0,36541
8541,98,1,30625
8542,98,2,27166
8543,98,3,40541
8544,98,4,66250
8545,98,5,34125
8546,98,6,36750
8547,98,7,37125
8548,98,8,35291
8549,98,9,27000
8550,98,10,33041
8551,98,11,35583
8552,98,12,36541
8553,98,13,37375
8554,98,14,71666
8555,98,15,37458
8556,98,16,36791
8557,98,17,36375
8558,98,18,34958
8559,98,19,36250
8560,97,0,34333
8561,97,1,32541
8562,97,2,31666
8563,97,3,32125
8564,97,4,24250
8565,97,5,34791
8566,97,6,35500
8567,97,7,34875
8568,97,8,33416
8569,97,9,32541
8570,97,10,26166
8571,97,11,36875
8572,97,12,37458
8573,97,13,32375
8574,97,14,36166
8575,97,15,33625
8576,97,16,38166
8577,97,17,37916
8578,97,18,212166
8579,97,19,38541
8580,246,0,36125
8581,246,1,37041
8582,246,2,37416
8583,246,3,36458
8584,246,4,70041
8585,246,5,38166
8586,246,6,36583
8587,246,7,113208
8588,246,8,46958
8589,246,9,36750
8590,246,10,78208
8591,246,11,40083
8592,246,12,41958
8593,246,13,53625
8594,246,14,43291
8595,246,15,41125
8596,246,16,37375
8597,246,17,37958
8598,246,18,35291
8599,246,19,36833
8600,36,0,36541
8601,36,1,53041
8602,36,2,38625
8603,36,3,41375
8604,36,4,37875
8605,36,5,36375
8606,36,6,29166
8607,36,7,35708
8608,36,8,35166
8609,36,9,48083
8610,36,10,31041
8611,36,11,36166
8612,36,12,36166
8613,36,13,29541
8614,36,14,32083
8615,36,15,30958
8616,36,16,27541
8617,36,17,34750
8618,36,18,35125
8619,36,19,31833
8620,54,0,28916
8621,54,1,35208
8622,54,2,28583
8623,54,3,34416
8624,54,4,34708
8625,54,5,36291
8626,54,6,37541
8627,54,7,70250
8628,54,8,30791
8629,54,9,37041
8630,54,10,39541
8631,54,11,35166
8632,54,12,283000
8633,54,13,40416
8634,54,14,37666
8635,54,15,35958
8636,54,16,32916
8637,54,17,35291
8638,54,18,33291
8639,54,19,30166
8640,41,0,32083
8641,41,1,35666
8642,41,2,36416
8643,41,3,36458
8644,41,4,35291
8645,41,5,35833
8646,41,6,35833
8647,41,7,32125
8648,41,8,29333
8649,41,9,30291
8650,41,10,27625
8651,41,11,24958
8652,41,12,33291
8653,41,13,30250
8654,41,14,24583
8655,41,15,34750
8656,41,16,32291
8657,41,17,33875
8658,41,18,35166
8659,41,19,31500
8660,168,0,33708
8661,168,1,25458
8662,168,2,26125
8663,168,3,31208
8664,168,4,35250
8665,168,5,38166
8666,168,6,33541
8667,168,7,28916
8668,168,8,35625
8669,168,9,32041
8670,168,10,27166
8671,168,11,35375
8672,168,12,31500
8673,168,13,33041
8674,168,14,33750
8675,168,15,35833
8676,168,16,34916
8677,168,17,26166
8678,168,18,31125
8679,168,19,38416
8680,117,0,37041
8681,117,1,34000
8682,117,2,33791
8683,117,3,31083
8684,117,4,34458
8685,117,5,39666
8686,117,6,27458
8687,117,7,31375
8688,117,8,37041
8689,117,9,28333
8690,117,10,31125
8691,117,11,32000
8692,117,12,32500
8693,117,13,27916
8694,117,14,35833
8695,117,15,40500
8696,117,16,35708
8697,117,17,33541
8698,117,18,30041
8699,117,19,35166
8700,94,0,32958
8701,94,1,31291
8702,94,2,28000
8703,94,3,34583
8704,94,4,29125
8705,94,5,34000
8706,94,6,36958
8707,94,7,36291
8708,94,8,38541
8709,94,9,23666
8710,94,10,34458
8711,94,11,35333
8712,94,12,35000
8713,94,13,25291
8714,94,14,34708
8715,94,15,53125
8716,94,16,35333
8717,94,17,59208
8718,94,18,34875
8719,94,19,35125
8720,74,0,36500
8721,74,1,54750
8722,74,2,35083
8723,74,3,37625
8724,74,4,36041
8725,74,5,53125
8726,74,6,35166
8727,74,7,34083
8728,74,8,36875
8729,74,9,35416
8730,74,10,36000
8731,74,11,34833
8732,74,12,31583
8733,74,13,34875
8734,74,14,34208
8735,74,15,36291
8736,74,16,34000
8737,74,17,37000
8738,74,18,122375
8739,74,19,36333
8740,206,0,36875
8741,206,1,36375
8742,206,2,35875
8743,206,3,35625
8744,206,4,94750
8745,206,5,35541
8746,206,6,34583
8747,206,7,34166
8748,206,8,31250
8749,206,9,30250
8750,206,10,30208
8751,206,11,33333
8752,206,12,69333
8753,206,13,34166
8754,206,14,34333
8755,206,15,35041
8756,206,16,34791
8757,206,17,29916
8758,206,18,27958
8759,206,19,32708
8760,163,0,32458
8761,163,1,33625
8762,163,2,29333
8763,163,3,24333
8764,163,4,36625
8765,163,5,206166
8766,163,6,247333
8767,163,7,41250
8768,163,8,37416
8769,163,9,125625
8770,163,10,39208
8771,163,11,110916
8772,163,12,36916
8773,163,13,78125
8774,163,14,280166
8775,163,15,35041
8776,163,16,175125
8777,163,17,36958
8778,163,18,34750
8779,163,19,110416
8780,30,0,36083
8781,30,1,55291
8782,30,2,34375
8783,30,3,126333
8784,30,4,225708
8785,30,5,36166
8786,30,6,59708
8787,30,7,104625
8788,30,8,37875
8789,30,9,39083
8790,30,10,36916
8791,30,11,37875
8792,30,12,37291
8793,30,13,35833
8794,30,14,39166
8795,30,15,36125
8796,30,16,35750
8797,30,17,36041
8798,30,18,305458
8799,30,19,35291
8800,98,0,35500
8801,98,1,36333
8802,98,2,81041
8803,98,3,38208
8804,98,4,35041
8805,98,5,36750
8806,98,6,39916
8807,98,7,38166
8808,98,8,84166
8809,98,9,34375
8810,98,10,39250
8811,98,11,37500
8812,98,12,35833
8813,98,13,37291
8814,98,14,37041
8815,98,15,35916
8816,98,16,36208
8817,98,17,8282333
8818,98,18,36208
8819,98,19,38500
8820,2,0,38666
8821,2,1,773791
8822,2,2,38416
8823,2,3,35777583
8824,2,4,36041
8825,2,5,243583
8826,2,6,36583
8827,2,7,173791
8828,2,8,1022250
8829,2,9,36833
8830,2,10,35666
8831,2,11,36083
8832,2,12,36291
8833,2,13,34958
8834,2,14,45916
8835,2,15,35208
8836,2,16,35791
8837,2,17,35625
8838,2,18,35875
8839,2,19,34375
8840,2,0,36000
8841,2,1,35291
8842,2,2,35708
8843,2,3,35958
8844,2,4,58333
8845,2,5,34916
8846,2,6,38250
8847,2,7,35500
8848,2,8,35291
8849,2,9,35083
8850,2,10,35250
8851,2,11,35875
8852,2,12,2239500
8853,2,13,55666
8854,2,14,1324958
8855,2,15,83458
8856,2,16,36458
8857,2,17,35416
8858,2,18,34333
8859,2,19,35875
8860,21,0,37916
8861,21,1,35250
8862,21,2,38166
8863,21,3,36000
8864,21,4,87250
8865,21,5,35541
8866,21,6,36875
8867,21,7,36250
8868,21,8,34208
8869,21,9,67416
8870,21,10,37041
8871,21,11,35041
8872,21,12,94625
8873,21,13,35750
8874,21,14,36250
8875,21,15,36583
8876,21,16,35416
8877,21,17,35958
8878,21,18,35583
8879,21,19,35708
8880,45,0,70083
8881,45,1,36875
8882,45,2,35250
8883,45,3,36000
8884,45,4,35708
8885,45,5,34625
8886,45,6,37041
8887,45,7,35375
8888,45,8,31750
8889,45,9,30416
8890,45,10,40041
8891,45,11,35833
8892,45,12,54333
8893,45,13,35833
8894,45,14,35833
8895,45,15,34125
8896,45,16,34083
8897,45,17,35833
8898,45,18,38291
8899,45,19,36458
8900,121,0,35708
8901,121,1,35750
8902,121,2,36166
